AICAR,VCAM1_rna,TEFM_rna,RP11-727A23.5_rna,FAM72C_cnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camptothecin,NDE1_rna,NDUFAF5_rna,TMC5_rna,CNOT6_rna,MSH6_rna,C16orf58_rna,SLC17A4_rna,RCAN1_rna,SMCP_rna,SOCS5_rna,CCL19_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinblastine,XYLT2_rna,CEACAM6_rna,GLI1_rna,RAP2A_rna,RGS10_rna,SEC24D_rna,CACNA1D_rna,SNF8_rna,FOXL2_rna,OLFML2A_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleomycin,ZCCHC8_rna,HAGH_rna,HAL_rna,NSFL1C_rna,NCALD_rna,IGFBP5_rna,KIAA1324_rna,DOCK6_rna,GCH1_rna,ANXA1_rna,FAM129A_rna,RGS10_rna,UPF2_rna,MMP14_rna,TPM4_rna,RGS7_rna,MICB_rna,LOC101928989_cnv,MRPL11_cnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFM-A13,CDH10_rna,KCNC4_rna,TDRKH_rna,MAGEL2_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUY922,AK2_rna,KLF6_rna,DOPEY1_rna,PXN_rna,EZR_rna,ELK3_rna,ERBB2IP_rna,IGFBP5_rna,TMEM35_rna,KCNA5_rna,ERN2_rna,EMP1_rna,ANXA1_rna,NT5E_rna,TPM1_rna,SNRNP200_rna,TNIP1_rna,ERAP2_rna,PDP1_rna,TPM4_rna,OR10H3_rna,ID4_rna,ZFP36L1_rna,MYO5A_rna,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryostatin 1,LMO3_rna,SCFD1_rna,VPREB3_rna,ADM_rna,SEPW1_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pazopanib,SLC4A4_rna,APOH_rna,LIFR_rna,CCDC70_rna,IRF5_rna,TMEM100_rna,ALK_rna,SMPDL3A_rna,MAGEL2_rna,PSAPL1_cnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAQ824,STAP1_rna,CUL1_rna,MCM9_rna,IL19_rna,ACTN3_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epothilone B,STAP1_rna,PARP11_rna,TIMM10_rna,SLC25A37_rna,TPM4_rna,ANKRD11_rna,NPTX1_rna,ELTD1_cnv,NEGR1-IT1_cnv,ZNHIT6_cnv,ZZZ3_cnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSK-1904529A,LIPE_rna,FAM65B_rna,EPB41_rna,KCNK5_rna,B3GALT1_rna,ACVR2B-AS1_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipifarnib,LIMCH1_rna,SH3PXD2A_rna,NMU_rna,COX7A2_rna,NIP7_rna,TPM4_rna,H2AFX_rna,PPME1_rna,COX7A2P2_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS601245,CD58_rna,CNTRL_rna,TAF4_rna,NDEL1_rna,MAPT_rna,LAMB3_rna,ANXA4_rna,ELOVL2_rna,RP11-119F7.5_rna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
